Turn Number,Game 1 Player 1,Game 1 Player 2,Game 2 Player 1,Game 2 Player 2,Game 3 Player 1,Game 3 Player 2,Game 4 Player 1,Game 4 Player 2,Game 5 Player 1,Game 5 Player 2,Game 6 Player 1,Game 6 Player 2,Game 7 Player 1,Game 7 Player 2,Game 8 Player 1,Game 8 Player 2,Game 9 Player 1,Game 9 Player 2,Game 10 Player 1,Game 10 Player 2,Game 11 Player 1,Game 11 Player 2,Game 12 Player 1,Game 12 Player 2,Game 13 Player 1,Game 13 Player 2,Game 14 Player 1,Game 14 Player 2,Game 15 Player 1,Game 15 Player 2,Game 16 Player 1,Game 16 Player 2,Game 17 Player 1,Game 17 Player 2,Game 18 Player 1,Game 18 Player 2,Game 19 Player 1,Game 19 Player 2,Game 20 Player 1,Game 20 Player 2,Game 21 Player 1,Game 21 Player 2,Game 22 Player 1,Game 22 Player 2,Game 23 Player 1,Game 23 Player 2,Game 24 Player 1,Game 24 Player 2,Game 25 Player 1,Game 25 Player 2,Game 26 Player 1,Game 26 Player 2,Game 27 Player 1,Game 27 Player 2,Game 28 Player 1,Game 28 Player 2,
Turn 205,52, 0, 18, 34, 44, 8, 12, 40, 40, 12, 48, 4, 30, 22, 0, 52, 28, 24, 12, 40, 27, 25, 20, 32, 37, 15, 33, 19, 36, 16, 43, 9, 40, 12, 42, 10, 52, 0, 40, 12, 52, 0, 0, 52, 6, 46, 18, 34, 16, 36, 32, 20, 52, 0, 6, 46, 
Turn 206,52, 0, 17, 35, 45, 7, 11, 41, 41, 11, 49, 3, 29, 23, 0, 52, 29, 23, 13, 39, 27, 25, 19, 33, 37, 15, 33, 19, 35, 17, 43, 9, 39, 13, 42, 10, 52, 0, 38, 14, 52, 0, 0, 52, 5, 47, 19, 33, 15, 37, 32, 20, 52, 0, 6, 46, 
Turn 207,52, 0, 18, 34, 45, 7, 10, 42, 42, 10, 47, 5, 29, 23, 0, 52, 30, 22, 14, 38, 28, 24, 22, 30, 38, 14, 34, 18, 36, 16, 44, 8, 40, 12, 42, 10, 52, 0, 38, 14, 52, 0, 0, 52, 4, 48, 20, 32, 14, 38, 32, 20, 52, 0, 6, 46, 
Turn 208,52, 0, 17, 35, 45, 7, 8, 44, 41, 11, 47, 5, 29, 23, 0, 52, 31, 21, 15, 37, 29, 23, 23, 29, 37, 15, 33, 19, 40, 12, 45, 7, 39, 13, 43, 9, 52, 0, 39, 13, 52, 0, 0, 52, 4, 48, 19, 33, 13, 39, 33, 19, 52, 0, 7, 45, 
Turn 209,52, 0, 15, 37, 44, 8, 8, 44, 40, 12, 48, 4, 30, 22, 0, 52, 32, 20, 13, 39, 28, 24, 24, 28, 38, 14, 32, 20, 40, 12, 44, 8, 39, 13, 42, 10, 52, 0, 40, 12, 52, 0, 0, 52, 4, 48, 20, 32, 11, 41, 34, 18, 52, 0, 6, 46, 
Turn 210,52, 0, 15, 37, 45, 7, 9, 43, 40, 12, 48, 4, 29, 23, 0, 52, 31, 21, 13, 39, 27, 25, 24, 28, 39, 13, 31, 21, 41, 11, 46, 6, 39, 13, 43, 9, 52, 0, 39, 13, 52, 0, 0, 52, 5, 47, 19, 33, 11, 41, 33, 19, 52, 0, 6, 46, 
Turn 211,52, 0, 16, 36, 47, 5, 10, 42, 40, 12, 48, 4, 26, 26, 0, 52, 30, 22, 14, 38, 26, 26, 24, 28, 38, 14, 32, 20, 42, 10, 46, 6, 40, 12, 44, 8, 52, 0, 38, 14, 52, 0, 0, 52, 3, 49, 20, 32, 12, 40, 32, 20, 52, 0, 6, 46, 
Turn 212,52, 0, 13, 39, 47, 5, 9, 43, 41, 11, 49, 3, 27, 25, 0, 52, 31, 21, 15, 37, 25, 27, 25, 27, 39, 13, 33, 19, 43, 9, 47, 5, 41, 11, 46, 6, 52, 0, 39, 13, 52, 0, 0, 52, 3, 49, 19, 33, 13, 39, 31, 21, 52, 0, 7, 45, 
Turn 213,52, 0, 14, 38, 48, 4, 9, 43, 40, 12, 47, 5, 28, 24, 0, 52, 30, 22, 16, 36, 24, 28, 26, 26, 39, 13, 34, 18, 42, 10, 48, 4, 42, 10, 46, 6, 52, 0, 38, 14, 52, 0, 0, 52, 3, 49, 20, 32, 12, 40, 30, 22, 52, 0, 8, 44, 
Turn 214,52, 0, 15, 37, 46, 6, 9, 43, 39, 13, 47, 5, 27, 25, 0, 52, 31, 21, 15, 37, 23, 29, 25, 27, 39, 13, 33, 19, 43, 9, 46, 6, 41, 11, 47, 5, 52, 0, 38, 14, 52, 0, 0, 52, 3, 49, 22, 30, 11, 41, 29, 23, 52, 0, 7, 45, 
Turn 215,52, 0, 16, 36, 46, 6, 10, 42, 38, 14, 48, 4, 26, 26, 0, 52, 30, 22, 16, 36, 22, 30, 26, 26, 40, 12, 31, 21, 41, 11, 46, 6, 40, 12, 46, 6, 52, 0, 38, 14, 52, 0, 0, 52, 3, 49, 22, 30, 11, 41, 30, 22, 52, 0, 0, 52, 
Turn 216,52, 0, 16, 36, 47, 5, 13, 39, 39, 13, 48, 4, 27, 25, 0, 52, 31, 21, 16, 36, 21, 31, 27, 25, 39, 13, 31, 21, 41, 11, 47, 5, 38, 14, 46, 6, 52, 0, 39, 13, 52, 0, 0, 52, 3, 49, 23, 29, 11, 41, 31, 21, 52, 0, 0, 52, 
Turn 217,52, 0, 16, 36, 48, 4, 15, 37, 39, 13, 48, 4, 28, 24, 0, 52, 31, 21, 16, 36, 20, 32, 26, 26, 36, 16, 30, 22, 42, 10, 46, 6, 38, 14, 46, 6, 52, 0, 42, 10, 52, 0, 0, 52, 3, 49, 22, 30, 12, 40, 29, 23, 52, 0, 0, 52, 
Turn 218,52, 0, 17, 35, 50, 2, 15, 37, 39, 13, 49, 3, 28, 24, 0, 52, 31, 21, 17, 35, 22, 30, 25, 27, 35, 17, 29, 23, 41, 11, 46, 6, 39, 13, 47, 5, 52, 0, 41, 11, 52, 0, 0, 52, 3, 49, 21, 31, 9, 43, 29, 23, 52, 0, 0, 52, 
Turn 219,52, 0, 16, 36, 50, 2, 16, 36, 40, 12, 47, 5, 28, 24, 0, 52, 34, 18, 18, 34, 22, 30, 26, 26, 33, 19, 30, 22, 40, 12, 46, 6, 38, 14, 46, 6, 52, 0, 42, 10, 52, 0, 0, 52, 3, 49, 22, 30, 13, 39, 30, 22, 52, 0, 0, 52, 
Turn 220,52, 0, 17, 35, 49, 3, 17, 35, 39, 13, 47, 5, 29, 23, 0, 52, 35, 17, 19, 33, 23, 29, 27, 25, 33, 19, 29, 23, 39, 13, 47, 5, 39, 13, 48, 4, 52, 0, 41, 11, 52, 0, 0, 52, 3, 49, 21, 31, 13, 39, 31, 21, 52, 0, 0, 52, 
Turn 221,52, 0, 18, 34, 52, 0, 16, 36, 38, 14, 48, 4, 28, 24, 0, 52, 34, 18, 20, 32, 22, 30, 28, 24, 34, 18, 28, 24, 41, 11, 46, 6, 42, 10, 48, 4, 52, 0, 41, 11, 52, 0, 0, 52, 3, 49, 26, 26, 14, 38, 32, 20, 52, 0, 0, 52, 
Turn 222,52, 0, 15, 37, 52, 0, 15, 37, 37, 15, 46, 6, 27, 25, 0, 52, 35, 17, 21, 31, 21, 31, 27, 25, 33, 19, 27, 25, 41, 11, 46, 6, 46, 6, 49, 3, 52, 0, 41, 11, 52, 0, 0, 52, 3, 49, 25, 27, 15, 37, 31, 21, 52, 0, 0, 52, 
Turn 223,52, 0, 16, 36, 52, 0, 14, 38, 38, 14, 46, 6, 26, 26, 0, 52, 38, 14, 20, 32, 20, 32, 27, 25, 32, 20, 28, 24, 42, 10, 46, 6, 46, 6, 47, 5, 52, 0, 42, 10, 52, 0, 0, 52, 3, 49, 24, 28, 14, 38, 32, 20, 52, 0, 0, 52, 
Turn 224,52, 0, 16, 36, 52, 0, 15, 37, 38, 14, 47, 5, 25, 27, 0, 52, 39, 13, 26, 26, 21, 31, 27, 25, 31, 21, 27, 25, 41, 11, 47, 5, 47, 5, 47, 5, 52, 0, 43, 9, 52, 0, 0, 52, 3, 49, 22, 30, 13, 39, 33, 19, 52, 0, 0, 52, 
Turn 225,52, 0, 16, 36, 52, 0, 17, 35, 38, 14, 43, 9, 24, 28, 0, 52, 40, 12, 26, 26, 22, 30, 28, 24, 32, 20, 28, 24, 42, 10, 48, 4, 46, 6, 48, 4, 52, 0, 44, 8, 52, 0, 0, 52, 3, 49, 22, 30, 14, 38, 34, 18, 52, 0, 0, 52, 
Turn 226,52, 0, 17, 35, 52, 0, 17, 35, 39, 13, 43, 9, 23, 29, 0, 52, 38, 14, 25, 27, 21, 31, 29, 23, 31, 21, 28, 24, 41, 11, 48, 4, 46, 6, 48, 4, 52, 0, 43, 9, 52, 0, 0, 52, 3, 49, 23, 29, 14, 38, 35, 17, 52, 0, 0, 52, 
Turn 227,52, 0, 16, 36, 52, 0, 18, 34, 38, 14, 44, 8, 22, 30, 0, 52, 38, 14, 26, 26, 22, 30, 28, 24, 32, 20, 28, 24, 41, 11, 48, 4, 46, 6, 48, 4, 52, 0, 43, 9, 52, 0, 0, 52, 3, 49, 22, 30, 14, 38, 36, 16, 52, 0, 0, 52, 
Turn 228,52, 0, 15, 37, 52, 0, 17, 35, 37, 15, 43, 9, 19, 33, 0, 52, 39, 13, 27, 25, 23, 29, 27, 25, 33, 19, 27, 25, 41, 11, 49, 3, 47, 5, 49, 3, 52, 0, 43, 9, 52, 0, 0, 52, 3, 49, 21, 31, 15, 37, 35, 17, 52, 0, 0, 52, 
Turn 229,52, 0, 16, 36, 52, 0, 18, 34, 36, 16, 44, 8, 20, 32, 0, 52, 38, 14, 26, 26, 24, 28, 28, 24, 33, 19, 30, 22, 42, 10, 52, 0, 46, 6, 49, 3, 52, 0, 44, 8, 52, 0, 0, 52, 3, 49, 22, 30, 16, 36, 33, 19, 52, 0, 0, 52, 
Turn 230,52, 0, 15, 37, 52, 0, 17, 35, 37, 15, 42, 10, 18, 34, 0, 52, 37, 15, 25, 27, 22, 30, 27, 25, 33, 19, 29, 23, 41, 11, 52, 0, 46, 6, 49, 3, 52, 0, 45, 7, 52, 0, 0, 52, 3, 49, 21, 31, 17, 35, 33, 19, 52, 0, 0, 52, 
Turn 231,52, 0, 16, 36, 52, 0, 16, 36, 38, 14, 42, 10, 18, 34, 0, 52, 36, 16, 24, 28, 22, 30, 26, 26, 34, 18, 28, 24, 40, 12, 52, 0, 46, 6, 49, 3, 52, 0, 46, 6, 52, 0, 0, 52, 4, 48, 22, 30, 18, 34, 34, 18, 52, 0, 0, 52, 
Turn 232,52, 0, 15, 37, 52, 0, 17, 35, 38, 14, 43, 9, 19, 33, 0, 52, 37, 15, 25, 27, 23, 29, 23, 29, 33, 19, 27, 25, 39, 13, 52, 0, 47, 5, 49, 3, 52, 0, 44, 8, 52, 0, 0, 52, 0, 52, 21, 31, 19, 33, 31, 21, 52, 0, 0, 52, 
Turn 233,52, 0, 17, 35, 52, 0, 18, 34, 38, 14, 42, 10, 20, 32, 0, 52, 36, 16, 26, 26, 22, 30, 22, 30, 32, 20, 26, 26, 37, 15, 52, 0, 46, 6, 51, 1, 52, 0, 44, 8, 52, 0, 0, 52, 0, 52, 20, 32, 18, 34, 30, 22, 52, 0, 0, 52, 
Turn 234,52, 0, 17, 35, 52, 0, 20, 32, 39, 13, 43, 9, 23, 29, 0, 52, 36, 16, 25, 27, 23, 29, 23, 29, 33, 19, 27, 25, 37, 15, 52, 0, 44, 8, 51, 1, 52, 0, 45, 7, 52, 0, 0, 52, 0, 52, 19, 33, 18, 34, 29, 23, 52, 0, 0, 52, 
Turn 235,52, 0, 18, 34, 52, 0, 20, 32, 40, 12, 42, 10, 22, 30, 0, 52, 36, 16, 26, 26, 22, 30, 21, 31, 34, 18, 28, 24, 38, 14, 52, 0, 44, 8, 52, 0, 52, 0, 46, 6, 52, 0, 0, 52, 0, 52, 21, 31, 18, 34, 28, 24, 52, 0, 0, 52, 
Turn 236,52, 0, 17, 35, 52, 0, 21, 31, 39, 13, 40, 12, 23, 29, 0, 52, 37, 15, 27, 25, 23, 29, 21, 31, 35, 17, 27, 25, 35, 17, 52, 0, 45, 7, 52, 0, 52, 0, 48, 4, 52, 0, 0, 52, 0, 52, 21, 31, 19, 33, 29, 23, 52, 0, 0, 52, 
Turn 237,52, 0, 18, 34, 52, 0, 22, 30, 40, 12, 40, 12, 22, 30, 0, 52, 38, 14, 26, 26, 22, 30, 22, 30, 36, 16, 26, 26, 36, 16, 52, 0, 46, 6, 52, 0, 52, 0, 48, 4, 52, 0, 0, 52, 0, 52, 22, 30, 20, 32, 30, 22, 52, 0, 0, 52, 
Turn 238,52, 0, 19, 33, 52, 0, 21, 31, 41, 11, 41, 11, 23, 29, 0, 52, 39, 13, 24, 28, 23, 29, 23, 29, 37, 15, 26, 26, 35, 17, 52, 0, 45, 7, 52, 0, 52, 0, 49, 3, 52, 0, 0, 52, 0, 52, 21, 31, 21, 31, 28, 24, 52, 0, 0, 52, 
Turn 239,52, 0, 22, 30, 52, 0, 22, 30, 40, 12, 44, 8, 21, 31, 0, 52, 38, 14, 24, 28, 24, 28, 22, 30, 33, 19, 26, 26, 36, 16, 52, 0, 47, 5, 52, 0, 52, 0, 49, 3, 52, 0, 0, 52, 0, 52, 20, 32, 20, 32, 28, 24, 52, 0, 0, 52, 
Turn 240,52, 0, 21, 31, 52, 0, 23, 29, 40, 12, 45, 7, 21, 31, 0, 52, 37, 15, 25, 27, 25, 27, 23, 29, 33, 19, 27, 25, 34, 18, 52, 0, 47, 5, 52, 0, 52, 0, 49, 3, 52, 0, 0, 52, 0, 52, 19, 33, 21, 31, 29, 23, 52, 0, 0, 52, 
Turn 241,52, 0, 23, 29, 52, 0, 22, 30, 40, 12, 46, 6, 22, 30, 0, 52, 36, 16, 26, 26, 24, 28, 22, 30, 34, 18, 26, 26, 34, 18, 52, 0, 48, 4, 52, 0, 52, 0, 51, 1, 52, 0, 0, 52, 0, 52, 18, 34, 20, 32, 28, 24, 52, 0, 0, 52, 
Turn 242,52, 0, 23, 29, 52, 0, 23, 29, 41, 11, 46, 6, 21, 31, 0, 52, 35, 17, 25, 27, 22, 30, 21, 31, 39, 13, 27, 25, 35, 17, 52, 0, 48, 4, 52, 0, 52, 0, 51, 1, 52, 0, 0, 52, 0, 52, 17, 35, 21, 31, 29, 23, 52, 0, 0, 52, 
Turn 243,52, 0, 24, 28, 52, 0, 24, 28, 40, 12, 46, 6, 20, 32, 0, 52, 37, 15, 26, 26, 22, 30, 20, 32, 40, 12, 28, 24, 34, 18, 52, 0, 48, 4, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 16, 36, 23, 29, 30, 22, 52, 0, 0, 52, 
Turn 244,52, 0, 23, 29, 52, 0, 25, 27, 39, 13, 47, 5, 21, 31, 0, 52, 37, 15, 25, 27, 23, 29, 21, 31, 39, 13, 27, 25, 31, 21, 52, 0, 49, 3, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 17, 35, 23, 29, 29, 23, 52, 0, 0, 52, 
Turn 245,52, 0, 22, 30, 52, 0, 25, 27, 38, 14, 48, 4, 20, 32, 0, 52, 38, 14, 26, 26, 22, 30, 20, 32, 40, 12, 26, 26, 30, 22, 52, 0, 49, 3, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 18, 34, 24, 28, 30, 22, 52, 0, 0, 52, 
Turn 246,52, 0, 21, 31, 52, 0, 25, 27, 39, 13, 48, 4, 21, 31, 0, 52, 37, 15, 25, 27, 23, 29, 20, 32, 39, 13, 27, 25, 31, 21, 52, 0, 49, 3, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 18, 34, 25, 27, 31, 21, 52, 0, 0, 52, 
Turn 247,52, 0, 20, 32, 52, 0, 26, 26, 41, 11, 48, 4, 20, 32, 0, 52, 36, 16, 24, 28, 22, 30, 20, 32, 39, 13, 26, 26, 32, 20, 52, 0, 49, 3, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 18, 34, 24, 28, 32, 20, 52, 0, 0, 52, 
Turn 248,52, 0, 19, 33, 52, 0, 25, 27, 41, 11, 49, 3, 19, 33, 0, 52, 37, 15, 25, 27, 23, 29, 21, 31, 39, 13, 27, 25, 33, 19, 52, 0, 49, 3, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 19, 33, 23, 29, 33, 19, 52, 0, 0, 52, 
Turn 249,52, 0, 20, 32, 52, 0, 24, 28, 42, 10, 47, 5, 18, 34, 0, 52, 38, 14, 24, 28, 24, 28, 22, 30, 40, 12, 30, 22, 35, 17, 52, 0, 49, 3, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 18, 34, 22, 30, 34, 18, 52, 0, 0, 52, 
Turn 250,52, 0, 21, 31, 52, 0, 23, 29, 43, 9, 47, 5, 18, 34, 0, 52, 39, 13, 20, 32, 23, 29, 23, 29, 39, 13, 29, 23, 35, 17, 52, 0, 49, 3, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 17, 35, 21, 31, 33, 19, 52, 0, 0, 52, 
Turn 251,52, 0, 22, 30, 52, 0, 24, 28, 44, 8, 48, 4, 18, 34, 0, 52, 37, 15, 20, 32, 22, 30, 22, 30, 40, 12, 29, 23, 36, 16, 52, 0, 49, 3, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 18, 34, 20, 32, 33, 19, 52, 0, 0, 52, 
Turn 252,52, 0, 21, 31, 52, 0, 25, 27, 45, 7, 46, 6, 19, 33, 0, 52, 37, 15, 21, 31, 21, 31, 21, 31, 39, 13, 29, 23, 35, 17, 52, 0, 49, 3, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 17, 35, 19, 33, 33, 19, 52, 0, 0, 52, 
Turn 253,52, 0, 21, 31, 52, 0, 26, 26, 43, 9, 46, 6, 18, 34, 0, 52, 38, 14, 22, 30, 20, 32, 20, 32, 38, 14, 30, 22, 34, 18, 52, 0, 49, 3, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 18, 34, 20, 32, 34, 18, 52, 0, 0, 52, 
Turn 254,52, 0, 21, 31, 52, 0, 27, 25, 43, 9, 47, 5, 19, 33, 0, 52, 37, 15, 19, 33, 22, 30, 21, 31, 38, 14, 29, 23, 35, 17, 52, 0, 49, 3, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 19, 33, 19, 33, 33, 19, 52, 0, 0, 52, 
Turn 255,52, 0, 22, 30, 52, 0, 28, 24, 44, 8, 46, 6, 18, 34, 0, 52, 38, 14, 20, 32, 22, 30, 20, 32, 38, 14, 28, 24, 34, 18, 52, 0, 49, 3, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 20, 32, 17, 35, 34, 18, 52, 0, 0, 52, 
Turn 256,52, 0, 23, 29, 52, 0, 27, 25, 45, 7, 46, 6, 17, 35, 0, 52, 39, 13, 19, 33, 23, 29, 21, 31, 39, 13, 27, 25, 35, 17, 52, 0, 49, 3, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 22, 30, 17, 35, 35, 17, 52, 0, 0, 52, 
Turn 257,52, 0, 24, 28, 52, 0, 28, 24, 44, 8, 46, 6, 16, 36, 0, 52, 40, 12, 20, 32, 24, 28, 21, 31, 40, 12, 26, 26, 34, 18, 52, 0, 49, 3, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 22, 30, 18, 34, 34, 18, 52, 0, 0, 52, 
Turn 258,52, 0, 23, 29, 52, 0, 28, 24, 44, 8, 47, 5, 15, 37, 0, 52, 41, 11, 21, 31, 25, 27, 21, 31, 39, 13, 25, 27, 32, 20, 52, 0, 49, 3, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 23, 29, 19, 33, 35, 17, 52, 0, 0, 52, 
Turn 259,52, 0, 22, 30, 52, 0, 28, 24, 44, 8, 46, 6, 14, 38, 0, 52, 39, 13, 20, 32, 24, 28, 22, 30, 38, 14, 24, 28, 32, 20, 52, 0, 49, 3, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 22, 30, 18, 34, 34, 18, 52, 0, 0, 52, 
Turn 260,52, 0, 23, 29, 52, 0, 29, 23, 45, 7, 46, 6, 12, 40, 0, 52, 39, 13, 20, 32, 25, 27, 21, 31, 37, 15, 23, 29, 33, 19, 52, 0, 49, 3, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 21, 31, 17, 35, 33, 19, 52, 0, 0, 52, 
Turn 261,52, 0, 22, 30, 52, 0, 28, 24, 44, 8, 46, 6, 12, 40, 0, 52, 38, 14, 20, 32, 26, 26, 22, 30, 38, 14, 24, 28, 34, 18, 52, 0, 49, 3, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 22, 30, 16, 36, 33, 19, 52, 0, 0, 52, 
Turn 262,52, 0, 21, 31, 52, 0, 31, 21, 43, 9, 47, 5, 13, 39, 0, 52, 37, 15, 21, 31, 25, 27, 23, 29, 38, 14, 23, 29, 33, 19, 52, 0, 49, 3, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 23, 29, 15, 37, 33, 19, 52, 0, 0, 52, 
Turn 263,52, 0, 22, 30, 52, 0, 32, 20, 43, 9, 46, 6, 12, 40, 0, 52, 36, 16, 22, 30, 26, 26, 22, 30, 38, 14, 23, 29, 34, 18, 52, 0, 51, 1, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 22, 30, 19, 33, 34, 18, 52, 0, 0, 52, 
Turn 264,52, 0, 22, 30, 52, 0, 33, 19, 43, 9, 44, 8, 11, 41, 0, 52, 35, 17, 21, 31, 25, 27, 21, 31, 39, 13, 23, 29, 35, 17, 52, 0, 51, 1, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 23, 29, 19, 33, 33, 19, 52, 0, 0, 52, 
Turn 265,52, 0, 22, 30, 52, 0, 34, 18, 44, 8, 44, 8, 10, 42, 0, 52, 34, 18, 22, 30, 26, 26, 22, 30, 40, 12, 24, 28, 34, 18, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 22, 30, 20, 32, 32, 20, 52, 0, 0, 52, 
Turn 266,52, 0, 23, 29, 52, 0, 35, 17, 43, 9, 45, 7, 9, 43, 0, 52, 34, 18, 21, 31, 24, 28, 23, 29, 39, 13, 23, 29, 37, 15, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 21, 31, 21, 31, 33, 19, 52, 0, 0, 52, 
Turn 267,52, 0, 24, 28, 52, 0, 34, 18, 44, 8, 46, 6, 7, 45, 0, 52, 34, 18, 20, 32, 24, 28, 22, 30, 40, 12, 24, 28, 38, 14, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 22, 30, 22, 30, 32, 20, 52, 0, 0, 52, 
Turn 268,52, 0, 23, 29, 52, 0, 33, 19, 44, 8, 47, 5, 7, 45, 0, 52, 33, 19, 21, 31, 25, 27, 22, 30, 41, 11, 23, 29, 40, 12, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 22, 30, 21, 31, 31, 21, 52, 0, 0, 52, 
Turn 269,52, 0, 20, 32, 52, 0, 34, 18, 44, 8, 45, 7, 8, 44, 0, 52, 34, 18, 22, 30, 24, 28, 22, 30, 40, 12, 22, 30, 40, 12, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 22, 30, 20, 32, 30, 22, 52, 0, 0, 52, 
Turn 270,52, 0, 19, 33, 52, 0, 36, 16, 45, 7, 45, 7, 9, 43, 0, 52, 35, 17, 21, 31, 23, 29, 23, 29, 42, 10, 23, 29, 41, 11, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 23, 29, 21, 31, 31, 21, 52, 0, 0, 52, 
Turn 271,52, 0, 18, 34, 52, 0, 36, 16, 44, 8, 46, 6, 7, 45, 0, 52, 34, 18, 19, 33, 24, 28, 24, 28, 42, 10, 24, 28, 40, 12, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 24, 28, 20, 32, 31, 21, 52, 0, 0, 52, 
Turn 272,52, 0, 19, 33, 52, 0, 37, 15, 43, 9, 48, 4, 7, 45, 0, 52, 33, 19, 19, 33, 25, 27, 23, 29, 43, 9, 25, 27, 39, 13, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 23, 29, 19, 33, 31, 21, 52, 0, 0, 52, 
Turn 273,52, 0, 18, 34, 52, 0, 36, 16, 43, 9, 48, 4, 8, 44, 0, 52, 32, 20, 20, 32, 26, 26, 24, 28, 44, 8, 24, 28, 38, 14, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 24, 28, 19, 33, 32, 20, 52, 0, 0, 52, 
Turn 274,52, 0, 19, 33, 52, 0, 35, 17, 43, 9, 49, 3, 9, 43, 0, 52, 31, 21, 19, 33, 27, 25, 23, 29, 45, 7, 23, 29, 39, 13, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 27, 25, 19, 33, 29, 23, 52, 0, 0, 52, 
Turn 275,52, 0, 21, 31, 52, 0, 36, 16, 44, 8, 47, 5, 11, 41, 0, 52, 30, 22, 20, 32, 28, 24, 22, 30, 46, 6, 19, 33, 41, 11, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 28, 24, 20, 32, 28, 24, 52, 0, 0, 52, 
Turn 276,52, 0, 21, 31, 52, 0, 35, 17, 43, 9, 47, 5, 11, 41, 0, 52, 28, 24, 19, 33, 27, 25, 21, 31, 46, 6, 19, 33, 41, 11, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 27, 25, 19, 33, 27, 25, 52, 0, 0, 52, 
Turn 277,52, 0, 22, 30, 52, 0, 34, 18, 47, 5, 48, 4, 12, 40, 0, 52, 28, 24, 18, 34, 28, 24, 20, 32, 46, 6, 20, 32, 42, 10, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 26, 26, 18, 34, 28, 24, 52, 0, 0, 52, 
Turn 278,52, 0, 23, 29, 52, 0, 35, 17, 47, 5, 50, 2, 13, 39, 0, 52, 29, 23, 19, 33, 29, 23, 17, 35, 47, 5, 19, 33, 43, 9, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 25, 27, 17, 35, 27, 25, 52, 0, 0, 52, 
Turn 279,52, 0, 24, 28, 52, 0, 35, 17, 48, 4, 50, 2, 14, 38, 0, 52, 28, 24, 18, 34, 29, 23, 19, 33, 46, 6, 18, 34, 42, 10, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 23, 29, 16, 36, 28, 24, 52, 0, 0, 52, 
Turn 280,52, 0, 23, 29, 52, 0, 35, 17, 48, 4, 51, 1, 13, 39, 0, 52, 29, 23, 17, 35, 29, 23, 19, 33, 44, 8, 19, 33, 43, 9, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 23, 29, 15, 37, 29, 23, 52, 0, 0, 52, 
